date,year,days_year,month,site,rh_max,rh_min,air_temp_avg,air_temp_max,air_temp_min,rain_tot,e_to_today,timestamp,record,air_temp_t_mx,air_temp_t_mn,dewpoint_temp_avg,dewpoint_temp_max,dewpoint_temp_min,mean_wind_speed,mean_wind_direction,std_dev_wind_dir,windspeed_gust_3s_max,windspeed_gust_3s_t_mx,wind_run_km,solar_mj_tot,sunshine_today,barometric_pressure_avg,barometric_pressure_max,barometric_pressure_min,logger_temp_avg,logger_temp_max,logger_temp_min,battery_volts_max,battery_volts_min
2025-03-25,2025,84,Mar,Winnefeld,96.5,62.99,10.62,15.9,7.157,0,1.455,2025-03-25 00:00:00,2014,NA,NA,8.19,10.39,5.946,0.867,273.3,26.11,6.2,NA,74.75,8.301251,1.056,0,0,0,12.66,19.61,7.983,14.04,12.59
2025-03-25,2025,84,Mar,Winnefeld,98.2,96.3,7.923,8.49,7.178,0,0.001,2025-03-25 00:00:00,2015,NA,NA,7.512,8.1,6.766,1.062,220,6.481,2.45,NA,3.734,2.726065e-5,0,0,0,0,8.68,8.81,8.5,12.77,12.67
2025-03-26,2025,85,Mar,Winnefeld,98.4,69.64,6.541,10.2,4.189,0,NA,2025-03-26 00:00:00,2016,NA,NA,4.872,8.44,2.945,1.842,260.3,30.68,5.95,NA,159,NA,0.944,0,0,0,8.59,14.47,5.062,14.12,12.6
2025-03-27,2025,86,Mar,Winnefeld,99,72.01,6.647,9.5,4.997,1,1,2025-03-27 00:00:00,2017,NA,NA,4.805,6.423,3.146,2.537,317.2,37.61,9.2,NA,209.9,7.256477,0.894,0,0,0,8.79,13.4,5.884,14.08,12.54
2025-03-28,2025,87,Mar,Winnefeld,91.7,41.89,7.537,15.36,2.633,0,2.221,2025-03-28 00:00:00,2018,NA,NA,2.84,5.63,0.346,1.067,291.3,65.53,4.7,NA,92,15.29531,2.7,0,0,0,9.83,19.25,2.838,14.18,12.67
2025-03-29,2025,88,Mar,Winnefeld,96.1,30.22,8.96,18.15,0.469,0,2.626,2025-03-29 00:00:00,2019,NA,NA,2.091,5.924,-0.289,1.158,273.5,65.98,9.7,NA,100,16.88928,2.975,0,0,0,11.12,22.27,0.573,14.21,12.59
2025-03-30,2025,89,Mar,Winnefeld,94.9,42.91,7.861,12.15,3.562,0,1.964,2025-03-30 00:00:00,2020,NA,NA,2.966,6.096,-0.551,3.044,321.9,34.28,9.95,NA,262.2,11.87041,1.917,0,0,0,9.96,16.1,3.955,14.07,12.56
2025-03-31,2025,90,Mar,Winnefeld,96.5,69.8,5.801,9.9,2.592,1.8,0.728,2025-03-31 00:00:00,2021,NA,NA,3.332,6.709,-0.217,2.931,254,28.98,16.45,NA,252.8,3.978923,0.389,0,0,0,6.94,12.59,2.728,14.09,12.65
2025-04-01,2025,91,Apr,Winnefeld,96.2,57.91,6.371,10.5,3.906,1,1.545,2025-04-01 00:00:00,2022,NA,NA,3.152,5.175,1.852,3.034,323.5,26.28,10.95,NA,261.7,10.1526,1.731,0,0,0,8.29,13.78,5.009,14.08,12.61
2025-04-02,2025,92,Apr,Winnefeld,96.8,48.46,6.536,12.1,0.408,0,2.279,2025-04-02 00:00:00,2023,NA,NA,1.783,4.6,-0.358,3.181,53.23,18.5,12.2,NA,274.4,14.84802,2.492,0,0,0,8.51,15.38,0.233,14.17,12.56
2025-04-03,2025,93,Apr,Winnefeld,89.1,42.02,9.35,15.37,2.875,0,2.917,2025-04-03 00:00:00,2024,NA,NA,3.1,5.711,1.014,2.541,72.11,21.16,11.7,NA,219.3,16.24451,3.081,0,0,0,11.37,19.29,3.35,14.16,12.6
2025-04-04,2025,94,Apr,Winnefeld,76.24,28.98,12.19,18.25,5.986,0,3.388,2025-04-04 00:00:00,2025,NA,NA,2.312,4.704,-0.997,1.813,95.7,22.11,8.7,NA,156.4,18.12388,3.656,0,0,0,14.08,22.5,5.617,14.11,12.63
2025-04-04,2025,94,Apr,Winnefeld,64.9,62.79,8.71,8.97,8.49,0,-0.019,2025-04-04 00:00:00,2026,NA,NA,2.275,2.449,2.133,0,0,0,0,NA,0,2.170127e-5,0,0,0,0,8.84,9.71,8.37,12.79,12.68
2025-04-05,2025,95,Apr,Winnefeld,81.4,34.27,13.22,21.15,5.664,0,3.262,2025-04-05 00:00:00,2027,NA,NA,4.615,7.613,1.883,0.857,50.52,25.26,6.45,NA,74.07,17.96107,3.569,0,0,0,15.45,25.33,5.529,14.11,12.64
2025-04-06,2025,96,Apr,Winnefeld,80.8,41.62,8.89,12.2,2.33,0,2.834,2025-04-06 00:00:00,2028,NA,NA,1.453,5.338,-5.049,3.748,0,0,14.95,NA,310.4,16.42566,3.008,0,0,0,11.42,16.23,3.588,14.1,12.67
2025-04-07,2025,97,Apr,Winnefeld,69.01,37.34,3.439,8.21,-1.15,0,2.509,2025-04-07 00:00:00,2029,NA,NA,-5.447,-2.864,-7.751,2.343,73.7,30.53,8.2,NA,202.1,18.60837,3.622,0,0,0,5.646,12.22,-1.293,14.26,12.58
2025-04-08,2025,98,Apr,Winnefeld,83.1,32.98,5.056,13.35,-2.791,0,2.48,2025-04-08 00:00:00,2030,NA,NA,-3.244,-0.345,-5.846,0.633,53.62,33.37,5.7,NA,54.69,18.60195,3.581,0,0,0,7.432,17.28,-2.599,14.29,12.56
2025-04-09,2025,99,Apr,Winnefeld,82,35.18,7.36,14.94,-0.016,0,2.435,2025-04-09 00:00:00,2031,NA,NA,-0.552,2.41,-2.906,0.691,89.4,25.74,6.2,NA,59.67,16.74855,2.819,0,0,0,9.63,19.18,0.249,14.21,12.6
2025-04-10,2025,100,Apr,Winnefeld,89,43.19,7.362,13.87,0.67,0,2.381,2025-04-10 00:00:00,2032,NA,NA,1.873,5.977,-1.64,1.501,315.7,30.69,7.7,NA,129.5,15.56991,2.686,0,0,0,9.76,18.4,0.957,14.2,12.6
2025-04-11,2025,101,Apr,Winnefeld,90,60.44,6.283,11.27,4.189,0,0.908,2025-04-11 00:00:00,2033,NA,NA,3.225,4.828,2.24,1.058,276.4,27.14,6.7,NA,91.3,6.839929,0.878,0,0,0,8.3,14.91,5.159,14.2,12.57
2025-04-12,2025,102,Apr,Winnefeld,94.6,42.47,9.28,16.18,3.744,0,2.523,2025-04-12 00:00:00,2034,NA,NA,4.88,6.803,2.679,2.221,257.2,26.01,8.2,NA,191.6,17.38477,2.831,0,0,0,11.53,20.07,4.169,14.26,12.61
2025-04-13,2025,103,Apr,Winnefeld,99.2,36.07,13.18,20.91,4.008,0,3.45,2025-04-13 00:00:00,2035,NA,NA,6.378,10.37,3.633,1.461,108.9,23.12,6.7,NA,126,19.07071,3.203,0,0,0,15.51,24.69,4.411,14.12,12.63
2025-04-14,2025,104,Apr,Winnefeld,98.4,57.7,12.74,17.42,9.52,2,1.245,2025-04-14 00:00:00,2036,NA,NA,8.94,12.33,5.737,1.369,223.3,18.97,10.95,NA,118.1,6.03905,0.542,0,0,0,14.57,20.42,9.72,14,12.68
2025-04-15,2025,105,Apr,Winnefeld,100,36.18,13.14,20.17,6.652,0.2,2.953,2025-04-15 00:00:00,2037,NA,NA,7.616,11.91,4.396,0.842,149.5,31.01,6.7,NA,72.7,18.63919,3.158,0,0,0,15.63,24.34,7.741,14.17,12.65
2025-04-15,2025,105,Apr,Winnefeld,74.14,70.99,12.07,12.34,11.82,0,-0.008,2025-04-15 00:00:00,2038,NA,NA,7.353,7.649,7.2,0.713,97.2,10.19,3.7,NA,2.507,2.638474e-5,0,0,0,0,12.71,12.83,12.54,12.8,12.67
2025-04-16,2025,106,Apr,Winnefeld,99,46.7,15.76,22.55,11.02,5,3.459,2025-04-16 00:00:00,2039,NA,NA,10.7,13.69,7.353,2.076,97.6,21.5,8.95,NA,179.3,17.73327,3.144,0,0,0,18.09,26.52,11.67,13.95,12.68
2025-04-17,2025,107,Apr,Winnefeld,100,45.59,14.05,22.02,7.823,0.2,2.88,2025-04-17 00:00:00,2040,NA,NA,10.82,14.82,7.774,1.455,10.58,67.3,13.2,NA,120.5,16.36235,2.678,0,0,0,16.69,26.18,9.15,14.04,12.66
2025-04-18,2025,108,Apr,Winnefeld,98.2,89.8,7.817,10.27,6.4,3.2,0.488,2025-04-18 00:00:00,2041,NA,NA,6.966,8.87,5.993,2.613,0,0,10.2,NA,225.4,3.257972,0.203,0,0,0,9.82,11.67,7.508,14.03,12.6
2025-04-19,2025,109,Apr,Winnefeld,99,94.1,6.408,7.318,5.462,1.2,0.381,2025-04-19 00:00:00,2042,NA,NA,6.059,6.927,5.201,1.561,275.1,28.08,6.95,NA,134.7,2.949406,0.144,0,0,0,8.06,10.14,6.49,14.19,12.57
2025-04-19,2025,109,Apr,Winnefeld,98.3,97.1,6.35,6.481,6.269,0,0.001,2025-04-19 00:00:00,2043,NA,NA,6.05,6.107,6.012,1.695,241.6,12.8,4.2,NA,5.961,2.501187e-5,0,0,0,0,7.329,7.379,7.206,12.79,12.67
2025-04-20,2025,110,Apr,Winnefeld,99,41.48,9.25,15.54,3.966,0,2.704,2025-04-20 00:00:00,2044,NA,NA,5.176,7.781,1.575,1.213,248.7,38.73,5.95,NA,104.8,19.22938,3.319,0,0,0,11.91,20.38,4.644,14.16,12.63
2025-04-21,2025,111,Apr,Winnefeld,100,44.63,11.72,20.87,1.954,6.2,3.258,2025-04-21 00:00:00,2045,NA,NA,7.623,11.68,1.786,1.503,310.7,83.4,10.45,NA,129.8,20.03053,4.236,0,0,0,14.3,25.79,2.798,14.16,12.65
2025-04-22,2025,112,Apr,Winnefeld,100,46.11,12.47,18.33,7.188,0,2.778,2025-04-22 00:00:00,2046,NA,NA,8.59,11.51,6.233,1.444,207.5,44.36,6.2,NA,124.7,17.61622,3.589,0,0,0,15.1,22.61,8.12,14.05,12.66
2025-04-23,2025,113,Apr,Winnefeld,100,66.01,10.86,16.08,8.22,3.2,1.404,2025-04-23 00:00:00,2047,NA,NA,9.57,12.34,7.801,0.993,207,47.66,5.95,NA,85.8,10.18372,1.5,0,0,0,13.22,20.15,9.05,14.15,12.68
2025-04-24,2025,114,Apr,Winnefeld,100,62.45,10.6,16.97,5.764,15,1.601,2025-04-24 00:00:00,2048,NA,NA,9.31,13.38,5.764,1.055,35.92,63.82,5.7,NA,87.3,10.44984,1.408,0,0,0,12.91,21.1,7.17,14.09,12.56
2025-04-25,2025,115,Apr,Winnefeld,100,73.02,10.99,13.47,9.22,0.4,1.312,2025-04-25 00:00:00,2049,NA,NA,9.32,11.72,7.933,2.636,33.05,25.14,10.95,NA,227.4,7.925971,0.917,0,0,0,12.89,16.87,9.09,14.04,12.71
2025-04-26,2025,116,Apr,Winnefeld,99.2,68.09,9.42,12.44,5.624,0,2.194,2025-04-26 00:00:00,2050,NA,NA,7.107,9.11,5.344,1.98,19.34,22.81,7.45,NA,170.8,18.27636,2.964,0,0,0,12.09,16.78,5.918,14.09,12.69
2025-04-27,2025,117,Apr,Winnefeld,99.9,43.41,10.91,16.79,3.422,0,3.44,2025-04-27 00:00:00,2051,NA,NA,4.957,8.52,1.814,1.875,92.9,19.99,7.95,NA,161.7,22.2069,3.969,0,0,0,13.14,20.92,4.334,14.14,12.64
2025-04-28,2025,118,Apr,Winnefeld,81.3,28.58,11.08,18.29,4.361,0,3.541,2025-04-28 00:00:00,2052,NA,NA,1.786,4.922,-1.183,1.47,103.7,21.52,5.95,NA,126.8,23.17486,4.094,0,0,0,13.43,21.91,4.62,14.11,12.65
2025-04-29,2025,119,Apr,Winnefeld,90.2,30.52,12.44,21.5,3.412,0,3.629,2025-04-29 00:00:00,2053,NA,NA,4.834,10.16,1.4,0.76,37.41,47.77,5.7,NA,65.6,23.13877,3.964,0,0,0,15.2,25.91,3.63,14.16,12.63
2025-04-30,2025,120,Apr,Winnefeld,90.4,40.54,14.1,22.21,6.067,0,3.485,2025-04-30 00:00:00,2054,NA,NA,7.696,13.49,2.804,0.703,324.5,36.77,5.95,NA,60.66,22.01989,3.411,0,0,0,16.85,27.02,6.499,14.15,12.65
2025-05-01,2025,121,May,Winnefeld,97.2,43.63,16.18,23.84,8.67,0,3.374,2025-05-01 00:00:00,2055,NA,NA,10.34,14.88,7.81,0.681,61.78,21.08,5.45,NA,58.75,20.92798,3.286,0,0,0,19.01,28.11,9.24,14.06,12.69
2025-05-02,2025,122,May,Winnefeld,96.5,33.71,17.57,25.94,9.7,0,3.827,2025-05-02 00:00:00,2056,NA,NA,11.18,16.71,8.15,0.913,115.1,35.94,5.95,NA,78.83,22.68736,3.683,0,0,0,20.19,30.04,10.39,13.99,12.68
2025-05-03,2025,123,May,Winnefeld,94.1,35.4,17.63,26.16,10.85,0,3.496,2025-05-03 00:00:00,2057,NA,NA,11.52,16.5,8.66,0.882,272.1,45.97,8.7,NA,76.12,19.25612,2.972,0,0,0,20.59,30.74,11.91,14.09,12.69
2025-05-04,2025,124,May,Winnefeld,97.7,76.51,12.21,15.7,8.79,0.6,1.084,2025-05-04 00:00:00,2058,NA,NA,10.55,14.48,5.653,1.347,8.73,78.62,10.2,NA,116.2,7.927494,0.894,0,0,0,14.43,19.45,10.62,14.03,12.69
2025-05-05,2025,125,May,Winnefeld,90.9,54.54,8.37,12.47,5.482,0,1.885,2025-05-05 00:00:00,2059,NA,NA,4.326,6.51,2.756,2.442,296.7,42.87,8.2,NA,210.6,12.33225,1.483,0,0,0,10.86,16.35,5.979,14.15,12.64
2025-05-06,2025,126,May,Winnefeld,93,57.19,8.19,12.58,3.169,0,2.032,2025-05-06 00:00:00,2060,NA,NA,4.438,8.26,1.92,2.457,22.76,42.97,7.95,NA,211.9,14.37996,2.094,0,0,0,10.81,16.08,3.999,14.13,12.62
2025-05-07,2025,127,May,Winnefeld,94.2,44.67,8.89,13.95,2.128,0,2.94,2025-05-07 00:00:00,2061,NA,NA,4.086,7.515,0.751,2.092,343.5,37.31,8.45,NA,180.4,21.7028,3.486,0,0,0,11.58,17.83,2.821,14.14,12.61
2025-05-08,2025,128,May,Winnefeld,97.3,42.75,10.13,15.42,4.866,0,2.83,2025-05-08 00:00:00,2062,NA,NA,3.873,8.05,-0.34,2.566,29.35,45.56,11.7,NA,221.4,16.81019,2.347,0,0,0,12.67,18.5,5.972,14.16,12.63
2025-05-09,2025,129,May,Winnefeld,83.6,39.12,8.66,14.23,2.774,0,3.095,2025-05-09 00:00:00,2063,NA,NA,0.731,4.717,-1.613,1.882,63.4,59.17,9.2,NA,162.4,19.47334,3.056,0,0,0,11.15,18.29,3.342,14.16,12.62
2025-05-10,2025,130,May,Winnefeld,88.9,37.69,10.04,18.14,1.622,0,3.048,2025-05-10 00:00:00,2064,NA,NA,3.545,8.41,-0.099,0.657,64.19,28.99,5.2,NA,56.72,20.87289,3.2,0,0,0,12.86,22.19,1.981,14.18,12.6
2025-05-11,2025,131,May,Winnefeld,89.8,35.99,12.57,21.43,2.916,0,3.826,2025-05-11 00:00:00,2065,NA,NA,5.216,9.84,1.165,0.873,79.3,49.36,6.2,NA,75.34,23.91635,4.519,0,0,0,15.44,25.52,3.832,14.13,12.62
2025-05-12,2025,132,May,Winnefeld,93.3,36.55,14.83,21.48,7.722,0,4.114,2025-05-12 00:00:00,2066,NA,NA,7.732,11.87,4.905,1.814,112.2,28.68,7.45,NA,156.5,24.48994,4.9,0,0,0,17.31,25.42,7.802,14.06,12.67
2025-05-12,2025,132,May,Winnefeld,77.17,70.81,10.71,11.31,9.78,0,-0.017,2025-05-12 00:00:00,2067,NA,NA,6.142,6.291,5.875,0.508,125.5,10.44,3.45,NA,1.785,2.759672e-5,0,0,0,0,11.53,11.81,10.9,12.78,12.65
2025-05-13,2025,133,May,Winnefeld,82.6,36.64,12.72,19.4,5.078,0,4.11,2025-05-13 00:00:00,2068,NA,NA,4.355,8.49,1.408,1.741,105,31.74,8.45,NA,150.3,25.11753,4.9,0,0,0,15.3,22.93,5.848,14.09,12.65
2025-05-14,2025,134,May,Winnefeld,84.8,33.87,12.95,20.3,4.402,0,4.075,2025-05-14 00:00:00,2069,NA,NA,3.775,7.878,0.96,1.499,112,32.32,9.2,NA,124,25.37646,4.903,0,0,0,15.41,23.75,4.727,14.12,12.64
2025-05-15,2025,135,May,Winnefeld,89.1,34.3,13.6,20.74,4.552,0,4.292,2025-05-15 00:00:00,2070,NA,NA,5.744,11.3,1.474,1.72,306.3,30.24,9.2,NA,148.4,24.74271,4.786,0,0,0,16.45,25.18,5.109,14.12,12.63
2025-05-16,2025,136,May,Winnefeld,92.7,36.79,11.09,16.53,6.076,0,3.8,2025-05-16 00:00:00,2071,NA,NA,3.593,7.052,-0.071,3.144,352,27.54,9.95,NA,271.2,23.74264,4.219,0,0,0,13.74,20.63,6.718,14.01,12.67
2025-05-17,2025,137,May,Winnefeld,96,40.53,11.06,18.59,3.623,0,3.317,2025-05-17 00:00:00,2072,NA,NA,5.887,8.48,2.479,1.846,299.8,37.54,11.45,NA,159.2,22.3637,4.011,0,0,0,13.85,22.49,4.062,14.13,12.61
2025-05-18,2025,138,May,Winnefeld,98.8,45.47,11,18.18,4.209,0,2.909,2025-05-18 00:00:00,2073,NA,NA,6.988,9.6,3.539,1.788,294,44.96,10.7,NA,154.2,19.68963,3.142,0,0,0,13.78,22.2,5.043,14.13,12.63
2025-05-19,2025,139,May,Winnefeld,97,59.69,10.42,15.34,6.854,0,1.733,2025-05-19 00:00:00,2074,NA,NA,7.419,11.19,5.492,1.723,275.8,43.8,8.45,NA,148.6,11.66646,1.869,0,0,0,12.71,19.18,8.01,14.05,12.65
2025-05-20,2025,140,May,Winnefeld,95.2,49.35,12.47,18.83,5.674,0,2.496,2025-05-20 00:00:00,2075,NA,NA,7.869,11.02,4.614,1.049,0,0,6.2,NA,90.5,16.03828,2.553,0,0,0,15.38,23.16,6.498,14.12,12.63
2025-05-21,2025,141,May,Winnefeld,98.9,53.46,14.19,20.3,6.007,0,2.658,2025-05-21 00:00:00,2076,NA,NA,10.09,13.81,5.681,0.478,359.8,41.03,4.7,NA,41.3,17.62002,3.044,0,0,0,17.38,25,7.016,14.08,12.65
2025-05-22,2025,142,May,Winnefeld,88.1,37.41,13.36,20.23,6.158,0,3.753,2025-05-22 00:00:00,2077,NA,NA,5.953,9.05,3.346,1.834,262.8,32.46,9.2,NA,158.2,22.89547,3.9,0,0,0,16.4,24.08,7.315,14.07,12.66
2025-05-23,2025,143,May,Winnefeld,92.1,39.92,8.6,14.35,2.158,0,2.379,2025-05-23 00:00:00,2078,NA,NA,3.611,6.904,0.3,1.694,289.1,33.36,13.45,NA,146.2,17.80096,2.603,0,0,0,11.28,17.96,3.092,14.07,12.64
2025-05-24,2025,144,May,Winnefeld,97.8,52.38,6.789,13.88,1.642,0,1.967,2025-05-24 00:00:00,2079,NA,NA,3.856,8.53,0.744,1.748,247,23.17,10.45,NA,150.7,16.37606,2.25,0,0,0,9.11,17.4,2.081,14.12,12.59
2025-05-24,2025,144,May,Winnefeld,97.8,96.4,3.339,4.39,2.592,0,-0.012,2025-05-24 00:00:00,2080,NA,NA,2.918,3.934,2.22,0,0,0,0,NA,0,2.459715e-5,0,0,0,0,4.502,5.143,3.722,12.75,12.6
2025-05-25,2025,145,May,Winnefeld,99.8,51.08,9.38,15.95,2.026,0.4,2.046,2025-05-25 00:00:00,2081,NA,NA,5.845,8.6,1.817,1.669,201.5,27.86,8.45,NA,144.1,13.73337,1.831,0,0,0,11.95,19.8,2.768,14.19,12.59
